obj_id,feat_name,pew_ella,pew_samperr_ella,pew_emily,pew_samperr_emily,pew_anish,pew_samperr_anish,pew_median
2004ef,pW1,13.486096541669712,8.617781597065601,,,10.20035531948356,19.901073363253253,11.843225930576637
2004ey,pW2,9.309838801947839,2.064206442767269,8.916625269290039,2.6016603195698225,8.345256960851586,2.7420192790715308,8.916625269290039
2004ey,pW5,86.5682519618334,3.2884116641082497,70.90902379190743,4.326454019163179,70.90902379190743,4.326454019163179,70.90902379190743
2004ey,pW6,13.282813012325162,2.382359895599135,9.803428937568588,1.0289933948799683,9.803428937568588,1.0289933948799683,9.803428937568588
2004gu,pW1,79.97783230495239,10.185668440176405,84.83120124168933,4.245563309746609,74.70593252837912,14.268360432821105,79.97783230495239
2004gu,pW6,2.354007278313832,1.4176104894206634,,,-0.14199569861307246,0.855008025714193,1.10600578985038
2004gu,pW7,62.3650149979442,2.4013831007849893,57.949531286714354,1.7592367962956414,55.2059197079541,2.160473291902779,57.949531286714354
2005M,pW2,9.224546547502806,1.1351409975511797,5.31711125818085,0.9695725109336536,4.939279593794193,0.9861128509410818,5.31711125818085
2005ag,pW2,11.999563988738911,3.0509007125837653,11.33482798103497,3.420186439722831,9.16529866097716,3.1594530664262552,11.33482798103497
2005ag,pW4,142.96507913364925,23.894142365738112,173.81558521303475,13.798932164413564,158.88210164010047,17.3852387609733,158.88210164010047
2005ag,pW6,27.334818012956024,6.7413760756386045,30.533058157979326,7.8420167970011905,28.915177924602517,3.618987095947813,28.915177924602517
2005bl,pW4,115.70550895300596,16.660964492913873,123.84771191049565,7.380021987019062,98.55941223510064,11.158521361703686,115.70550895300596
2005el,pW2,13.104765157739505,0.7604186200499377,13.113701142352125,0.9147966447291592,11.78506171427209,2.5244930596475275,13.104765157739505
2005eq,pW7,38.384810789725385,4.259479443159888,42.786331015924,2.9723082988559466,41.92898158387964,2.6726998606032057,41.92898158387964
2005hc,pW3,101.82366531470517,9.622941021640806,102.91129693954404,9.441067431199633,86.1293248492753,11.04267633647963,101.82366531470517
2005hc,pW5,72.04608676981577,20.668124970364023,57.30293991512392,10.233869946635556,72.04608676981577,20.668124970364023,72.04608676981577
2005iq,pW2,17.652870048237524,6.218896845045369,17.652870048237524,6.218896845045369,21.103817861273548,9.97418894089094,17.652870048237524
2005iq,pW3,75.26410890639572,4.693101602398928,78.35205974019169,7.350247113397094,87.59969289513903,6.326383027317983,78.35205974019169
2005kc,pW6,34.35338950709262,2.9662866548910887,25.0106236846354,0.7989532517307031,34.35338950709262,2.9662866548910887,34.35338950709262
2005ke,pW2,4.2477719394521545,3.3921312494588487,5.066415763992222,3.0530277432156496,5.0664157639922385,3.0530277432156523,5.066415763992222
2005ki,pW6,24.47215257646632,3.9248686770193526,25.39400225076568,2.9219089561103098,22.693975187117424,4.052818750867308,24.47215257646632
2006ax,pW3,70.63702442581159,2.2172313720986807,61.30874530006543,3.6413632370218574,71.28580917450253,1.988258518248944,70.63702442581159
2006ax,pW6,11.947298881635827,0.9252663110961517,8.723505921689851,1.3880199964727449,11.325565776630967,1.1382359545227316,11.325565776630967
2006bh,pW3,121.03179322773592,2.3039501208813187,131.50619869001983,2.1250224652016203,89.64226529299593,1.9041121527614928,121.03179322773592
2006et,pW2,17.381535082427487,3.09501245662099,17.84862787450313,2.8578555665300343,13.506581299806502,6.345232480605718,17.381535082427487
2006et,pW6,21.962020370669713,2.7680608993706555,20.956558541431786,3.8441071470866786,17.166265706205714,4.800909171913999,20.956558541431786
2006hx,pW3,63.68634697530094,6.036282713109263,60.60547318411329,10.09089884436033,41.031836473339794,11.853859412580665,60.60547318411329
2006hx,pW5,15.570207458274233,5.293450492969163,,,8.753242198798526,2.3504765856415144,12.161724828536379
2006mr,pW4,116.69516626677587,1.9921188924815167,108.2705703016635,3.536091990378184,142.85113740340725,5.607614304902271,116.69516626677587
2006mr,pW6,40.839883453786214,0.7413311823367807,31.211381016464358,1.2157632555662634,41.07961898034402,1.2894136711154127,40.839883453786214
2007A,pW1,94.71675687177886,2.0680320389955864,94.99981668977871,2.291699372612713,104.2192404937406,3.2094420254542886,94.99981668977871
2007A,pW3,99.04631922804165,3.881190805857215,97.22640501125387,3.32903426723109,81.95068301412778,9.45649021060314,97.22640501125387
2007N,pW4,200.98646945323108,3.806689404429056,201.17338203840455,3.7277825600325287,317.3536257256802,4.153784071779018,201.17338203840455
2007N,pW6,21.49505278206124,1.067975401351192,23.926271316366662,1.1107462958780256,23.926271316366662,1.1107462958780256,23.926271316366662
2007N,pW7,122.9314328976466,1.60413325728898,125.46795154552288,0.9616729575902342,107.75102300065856,2.059602726337918,122.9314328976466
2007ax,pW3,113.59680174551175,3.4831809215769685,220.4260188369946,3.6517834447851447,221.48783346967133,2.0786373451430142,220.4260188369946
2007ba,pW2,16.86940201367057,0.7114978223388656,19.633063628869053,1.3681506052314056,19.79706920909017,1.2702307946208098,19.633063628869053
2007ba,pW5,69.60624977152422,0.7963666538646152,70.10924645417049,0.6969318796099259,59.97589511254203,1.8494032983566568,69.60624977152422
2007bc,pW2,23.633511266042944,0.6353811884678136,23.69228509534966,0.5538971414263335,19.1702262028991,3.69985123758541,23.633511266042944
2007bc,pW6,30.112016522001266,0.2988101827580379,31.52001708160807,0.5130288647185441,27.490173092789608,0.570021247365058,30.112016522001266
2007bd,pW1,139.6394230735986,4.278306970796871,,,160.64385280346872,6.178106675362762,150.14163793853368
2007bd,pW3,86.0916079973012,2.9703005131620808,99.1794597951374,1.8459218599456373,87.63180985928548,1.6252487863543281,87.63180985928548
2007bd,pW5,88.32663406992413,1.3605282497801114,85.13230377018994,1.9824447140191013,64.69131902917276,4.561477992877676,85.13230377018994
2007bd,pW6,22.491073803502093,0.5369796301498118,22.379348147522183,0.6014856021989288,19.835852173253183,0.17896642307547675,22.379348147522183
2007bd,pW8,145.89882463353524,5.902207139371402,208.931680241568,9.489323973234224,208.931680241568,9.489323973234224,208.931680241568
2007ca,pW6,10.613891683102388,1.3185831859096109,12.019937516620367,0.9602254313910816,10.918650888862992,0.9916314616812192,10.918650888862992
2007hj,pW3,144.66806098944085,2.1068379697271142,143.57966960789338,3.3671038555967563,194.1472629273928,15.629494919036832,144.66806098944085
2007hj,pW5,39.775990182223616,2.8852042259565103,39.54724039960617,3.125807563381509,31.02066314397058,6.4466336548725165,39.54724039960617
2007jg,pW6,19.31020867874178,0.8218441799391699,23.317976879125137,1.70590432892918,24.187153990362592,1.619820204519122,23.317976879125137
2007on,pW2,23.633331054796013,1.568809759571385,23.538734871687023,1.5267619035036295,20.14361083632791,4.638760395902609,23.538734871687023
2008R,pW3,87.58673587850245,1.3787819708471534,99.25876174686572,0.8384456588973811,165.64282869998073,0.8282997646358751,99.25876174686572
2008R,pW4,153.48175423508363,2.6814169266887915,140.35682310763528,0.8409253131859119,156.78354965219205,1.94345420094771,153.48175423508363
2008bc,pW1,182.61677294719803,3.9874897427845872,181.6092160491414,4.504378301057346,-35.43531325702365,5.885353167447206,181.6092160491414
