,CID,pW 1 vel,pW 1 vel err,pW 2 vel,pW 2 vel err,pW 3 vel,pW 3 vel err,pW 4 vel,pW 4 vel err,pW 5 vel,pW 5 vel err,pW 6 vel,pW 6 vel err,pW 7 vel,pW 7 vel err,pW 8 vel,pW 8 vel err
118,19899,12875.913186560449,197.00995544278808,9602.658268413012,72.42647052468605,10880.305376576165,136.43301937870572,13408.174101312832,115.13638609601614,8759.808620412827,217.48036742310526,9970.198776961985,984.0738369461146,10146.196794240916,35.51785474679453,,
119,19940,9710.141796956501,44.89597109369504,,,11428.236968217256,30.69856702563089,9637.97137593717,27.296193331651693,6650.582010824227,630.6176651129987,9687.944937251501,818.5904034446379,8315.675048174391,113.54522632629832,,
120,19968,17654.22801046287,76.27425372419744,9999.65578448547,95.86305388558633,9954.31558922476,103.3650038884207,18058.855805814488,214.6597837929085,7641.118420708354,204.0036390513506,10655.454406179328,46.69005939419277,10339.362985352205,35.293089955388005,,
121,19969,16378.957593274246,171.31486104709052,10489.601434012804,143.63984970652226,10237.704571683364,109.9381056481527,15526.143913757198,500.7762287887023,6055.30618355559,1774.344623140739,10983.744203293092,203.6764441689777,10669.919851412958,115.47212472866735,,
122,20111,10496.007422055758,329.88430484358014,7748.775179181816,103.46113128780287,8122.472050329748,114.86429915031552,16950.802548948508,245.4317286334132,6685.1790213350305,338.92274534832865,9007.280216804138,12215.753645159799,,,,
123,20350,8853.012037632065,81.59311536550365,7655.768476923623,45.15319279260237,11919.314025762505,103.73875536540312,16626.025971646497,206.20820741404813,7371.433447167454,1132.9680291982656,9456.47447611568,132.46877176578928,10514.245125157804,85.04784468609199,,
124,20364,16059.465776813471,139.57523744679557,,,11180.078431566015,158.73811141325737,,,,,,,,,,
125,20889,,,10669.89899890516,5696.4889523403945,11377.837595108283,299.07363037740225,18616.171882275936,399.7913385304781,8971.570800140738,1150.1166269408595,11985.503934760964,111.24806666481906,12463.818744981123,98.9869922789937,,
126,21006,12648.647656995816,308.5956907896552,7898.738672566846,2361.040844043968,10754.302558721376,164.39885072914024,16992.12582182077,175.2370917185593,8483.9355472062,435.8159735148248,10708.193940670866,4445.68739118573,9497.07896229215,54.99688961549175,,
127,21033,14329.206137546162,121.44209973493516,8527.812375865533,783.7511577675023,11619.510510067634,284.3794662528441,,,,,,,,,,
128,21502,12414.21528093315,258.27920940159623,8905.600737574803,290.64490709927554,11167.862112660834,191.0947254932151,,,8912.267027301796,413.9893411940533,9571.29667593527,361.6393256506981,9709.251460610345,151.3247936165151,,
