,zCMB_c,zCMB_p,zspecHelio_c,zspecHelio_p,logMassFSPS_c,logMassFSPS_p,logSSFRFSPS_c,logSSFRFSPS_p,ageFSPS_c,ageFSPS_p,kpc_c,kpc_p
0,-0.12057247165747242,0.17348783893497877,-0.12033445232257772,0.17434465925996837,-0.16155854810983195,0.08593105602819624,0.14349750793924368,0.12772284084521054,-0.14470743728829183,0.12450835286996945,0.23212705966177472,0.01294899834142916
