,zCMB_c,zCMB_p,zspecHelio_c,zspecHelio_p,logMassFSPS_c,logMassFSPS_p,logSSFRFSPS_c,logSSFRFSPS_p,ageFSPS_c,ageFSPS_p,kpc_c,kpc_p
0,0.19295085693226588,0.49083402154133954,0.19358202630128785,0.48938929555040955,-0.18301653703713505,0.6374124030068444,-0.24115773415864772,0.5319083418932845,-0.0557071641702208,0.8868073697181343,-0.414217819527564,0.26769268355862724
