,zCMB_c,zCMB_p,zspecHelio_c,zspecHelio_p,logMassFSPS_c,logMassFSPS_p,logSSFRFSPS_c,logSSFRFSPS_p,ageFSPS_c,ageFSPS_p,kpc_c,kpc_p
0,-0.42334519493391337,0.039272220484503594,-0.42280633956209396,0.03954965377241563,-0.3735884536618025,0.0721368238284967,0.11914865053588926,0.5792174797118201,-0.1358503372590632,0.5267697609215315,0.642955760140357,0.000702368892583069
