feat_name,obj_id,time,feat_start,feat_end,vel,vel_err,vel_samperr,pew,pew_err,pew_samperr,area,area_err,area_samperr,spec_flag,feat_flag,notes,phase,spec_type,RA,DEC,Nsearchepoch,IAUName,Classification,Peakrmag,MJDatPeakrmag,NepochSNR5,nSNspec,nGALspec,zspecHelio,zspecerrHelio,zCMB,zerrCMB,x0SALT2zspec,x0errSALT2zspec,x1SALT2zspec,x1errSALT2zspec,cSALT2zspec,cerrSALT2zspec,PeakMJDSALT2zspec,PeakMJDderrSALT2zspec,muSALT2zspec,muerrSALT2zspec,fitprobSALT2zspec,chi2SALT2zspec,ndofSALT2zspec,deltaMLCS2k2zspec,deltaerrMLCS2k2zspec,avMLCS2k2zspec,averrMLCS2k2zspec,PeakMJDMLCS2k2zspec,PeakMJDerrMLCS2k2zspec,muMLCS2k2zspec,muerrMLCS2k2zspec,fitprobMLCS2k2zspec,chi2MLCS2k2zspec,ndofMLCS2k2zspec,PIaPSNIDzspec,logprobIaPSNIDzspec,lcqualityIaPSNIDzspec,PIbcPSNIDzspec,logprobIbcPSNIDzspec,lcqualityIbcPSNIDzspec,PIIPSNIDzspec,logprobIIPSNIDzspec,lcqualityIIPSNIDzspec,NnnPSNIDzspec,PnnIaPSNIDzspec,PnnIbcPSNIDzspec,PnnIIPSNIDzspec,zPSNIDzspec,zerrPSNIDzspec,dm15PSNIDzspec,dm15errPSNIDzspec,avPSNIDzspec,averrPSNIDzspec,PeakMJDPSNIDzspec,PeakMJDerrPSNIDzspec,SNIbctypePSNIDzspec,SNIItypePSNIDzspec,x0SALT2flat,x0errSALT2flat,x1SALT2flat,x1errSALT2flat,cSALT2flat,cerrSALT2flat,PeakMJDSALT2flat,PeakMJDerrSALT2flat,zphotSALT2flat,zphoterrSALT2flat,fitprobSALT2flat,chi2SALT2flat,ndofSALT2flat,PIaPSNIDflat,logprobIaPSNIDflat,lcqualityIaPSNIDflat,PIbcPSNIDflat,logprobIbcPSNIDflat,lcqualityIbcPSNIDflat,PIIPSNIDflat,logprobIIPSNIDflat,lcqualityIIPSNIDflat,NnnPSNIDflat,PnnIaPSNIDflat,PnnIbcPSNIDflat,PnnIIPSNIDflat,zPSNIDflat,zerrPSNIDflat,dm15PSNIDflat,dm15errPSNIDflat,avPSNIDflat,averrPSNIDflat,PeakMJDPSNIDflat,PeakMJDerrPSNIDflat,SNIbctypePSNIDflat,SNIItypePSNIDflat,objIDHost,RAhost,DEChost,separationhost,DLRhost,zphothost,zphoterrhost,zphotRFhost,zphotRFerrhost,dereduhost,erruhost,deredghost,errghost,deredrhost,errrhost,deredihost,errihost,deredzhost,errzhost,logMassFSPS,logMassloFSPS,logMasshiFSPS,logSSFRFSPS,logSSFRloFSPS,logSSFRhiFSPS,ageFSPS,ageloFSPS,agehiFSPS,minredchi2FSPS,logMassPEGASE,logMassloPEGASE,logMasshiPEGASE,logSFRPEGASE,logSFRloPEGASE,logSFRhiPEGASE,agePEGASE,ageloPEGASE,agehiPEGASE,minchi2PEGASE,Notes,delta_t,is_peak,branch_type,arcmin,kpc
pW6,17811,2454361.5,5568.4033848670215,5979.896836427513,10081.185412665407,0.0,100.82263672447928,17.882951058708038,0.0,4.795032308923095,1.9088770531129802e-16,0.0,5.365388209374955e-17,0,0,,5.7000000001862645,unknown,12.878674,-0.947399,12,2007ix,SNIa,20.4,54359.3,11,1,0,0.2,0.005,0.198667,0.005,0.000149,6.07e-06,0.88,0.31,-0.1,0.03,54355.3,0.29,40.03,0.2,0.97,35.37,53.0,-0.24,0.08,0.0,0.08,54354.3,0.46,40.2,0.11,0.998,39.91,69.0,1.0,0.0,59.0,0.0,-14.3,2.0,0.0,-46.8,43.0,125.0,0.96,0.0,0.04,0.1983,0.0055,0.85,0.06,-0.07,0.1,54353.89,0.49,306.0,301.0,0.000146,6.17e-06,0.91,0.31,-0.03,0.03,54354.9,0.29,0.1635,0.0047,0.968,47.29,67.0,1.0,0.0,59.0,0.0,-13.2,2.0,0.0,-11.7,59.0,217.0,0.972,0.0,0.028,0.1619,0.0232,0.87,0.06,0.16,0.17,54353.65,0.45,304.0,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7000000001862645,True,BL,,
pW2,17811,2454361.5,3955.691591958076,4073.024738537467,8622.760006288034,0.0,823.3876206287591,12.207772224328945,0.0,2.765274328743124,2.726354563951805e-16,0.0,6.847223761250516e-17,0,0,,5.7000000001862645,unknown,12.878674,-0.947399,12,2007ix,SNIa,20.4,54359.3,11,1,0,0.2,0.005,0.198667,0.005,0.000149,6.07e-06,0.88,0.31,-0.1,0.03,54355.3,0.29,40.03,0.2,0.97,35.37,53.0,-0.24,0.08,0.0,0.08,54354.3,0.46,40.2,0.11,0.998,39.91,69.0,1.0,0.0,59.0,0.0,-14.3,2.0,0.0,-46.8,43.0,125.0,0.96,0.0,0.04,0.1983,0.0055,0.85,0.06,-0.07,0.1,54353.89,0.49,306.0,301.0,0.000146,6.17e-06,0.91,0.31,-0.03,0.03,54354.9,0.29,0.1635,0.0047,0.968,47.29,67.0,1.0,0.0,59.0,0.0,-13.2,2.0,0.0,-11.7,59.0,217.0,0.972,0.0,0.028,0.1619,0.0232,0.87,0.06,0.16,0.17,54353.65,0.45,304.0,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7000000001862645,True,BL,,
pW1,21033,2454417.5,3583.5200609452004,3941.1075116047164,14329.206137546162,0.0,121.44209973493516,127.22927190504438,0.0,3.2479142831380754,2.401473679833217e-15,0.0,9.904086855460155e-17,0,0,,-5.7000000001862645,unknown,28.813671,0.6431,5,2007qy,SNIa,20.8,54421.3,4,1,0,0.229,0.005,0.227856,0.005,9.32e-05,3.6e-06,1.0,0.36,-0.14,0.03,54422.7,0.04,40.66,0.21,0.0,69.95,22.0,-0.09,0.24,0.33,0.18,54420.8,0.43,40.19,0.15,0.0,90.96,28.0,1.0,-3.9,60.0,0.0,-10.3,2.0,0.0,-12.7,60.0,211.0,0.981,0.0,0.019,0.2265,0.0045,1.11,0.11,-0.18,0.14,54420.82,0.62,306.0,301.0,,,,,,,,,,,,,,1.0,-2.85,60.0,0.0,-5.11,2.0,0.0,-7.38,60.0,101.0,1.0,0.0,0.0,0.0774,0.0221,0.99,0.1,0.49,0.18,54420.02,0.64,306.0,308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7000000001862645,True,,,
pW2,21033,2454417.5,3941.1075116047164,4083.915811588378,8527.812375865533,0.0,783.7511577675023,10.651317324409648,0.0,1.9299354158731463,2.226016993255417e-16,0.0,4.3295246401637445e-17,0,0,,-5.7000000001862645,unknown,28.813671,0.6431,5,2007qy,SNIa,20.8,54421.3,4,1,0,0.229,0.005,0.227856,0.005,9.32e-05,3.6e-06,1.0,0.36,-0.14,0.03,54422.7,0.04,40.66,0.21,0.0,69.95,22.0,-0.09,0.24,0.33,0.18,54420.8,0.43,40.19,0.15,0.0,90.96,28.0,1.0,-3.9,60.0,0.0,-10.3,2.0,0.0,-12.7,60.0,211.0,0.981,0.0,0.019,0.2265,0.0045,1.11,0.11,-0.18,0.14,54420.82,0.62,306.0,301.0,,,,,,,,,,,,,,1.0,-2.85,60.0,0.0,-5.11,2.0,0.0,-7.38,60.0,101.0,1.0,0.0,0.0,0.0774,0.0221,0.99,0.1,0.49,0.18,54420.02,0.64,306.0,308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7000000001862645,True,,,
pW3,21033,2454417.5,4081.155475688737,4475.1331015248525,11619.510510067634,0.0,284.3794662528441,85.85317871052482,0.0,5.2908050409987215,1.3670803524130938e-15,0.0,1.0278011642761124e-16,0,0,,-5.7000000001862645,unknown,28.813671,0.6431,5,2007qy,SNIa,20.8,54421.3,4,1,0,0.229,0.005,0.227856,0.005,9.32e-05,3.6e-06,1.0,0.36,-0.14,0.03,54422.7,0.04,40.66,0.21,0.0,69.95,22.0,-0.09,0.24,0.33,0.18,54420.8,0.43,40.19,0.15,0.0,90.96,28.0,1.0,-3.9,60.0,0.0,-10.3,2.0,0.0,-12.7,60.0,211.0,0.981,0.0,0.019,0.2265,0.0045,1.11,0.11,-0.18,0.14,54420.82,0.62,306.0,301.0,,,,,,,,,,,,,,1.0,-2.85,60.0,0.0,-5.11,2.0,0.0,-7.38,60.0,101.0,1.0,0.0,0.0,0.0774,0.0221,0.99,0.1,0.49,0.18,54420.02,0.64,306.0,308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7000000001862645,True,,,
pW4,17811,2454361.5,4647.467825106956,5172.541170991969,15392.416390168964,0.0,171.6202889052815,147.51685870058432,0.0,5.107158592263295,2.4252726503348174e-15,0.0,1.213986335730406e-16,0,0,,5.7000000001862645,unknown,12.878674,-0.947399,12,2007ix,SNIa,20.4,54359.3,11,1,0,0.2,0.005,0.198667,0.005,0.000149,6.07e-06,0.88,0.31,-0.1,0.03,54355.3,0.29,40.03,0.2,0.97,35.37,53.0,-0.24,0.08,0.0,0.08,54354.3,0.46,40.2,0.11,0.998,39.91,69.0,1.0,0.0,59.0,0.0,-14.3,2.0,0.0,-46.8,43.0,125.0,0.96,0.0,0.04,0.1983,0.0055,0.85,0.06,-0.07,0.1,54353.89,0.49,306.0,301.0,0.000146,6.17e-06,0.91,0.31,-0.03,0.03,54354.9,0.29,0.1635,0.0047,0.968,47.29,67.0,1.0,0.0,59.0,0.0,-13.2,2.0,0.0,-11.7,59.0,217.0,0.972,0.0,0.028,0.1619,0.0232,0.87,0.06,0.16,0.17,54353.65,0.45,304.0,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7000000001862645,True,BL,,
pW5,17811,2454361.5,5178.462363128426,5568.4033848670215,7622.159292040546,0.0,183.99832592408333,81.74782401631009,0.0,2.8648765768154667,9.960513219060408e-16,0.0,4.503770297088211e-17,0,0,,5.7000000001862645,unknown,12.878674,-0.947399,12,2007ix,SNIa,20.4,54359.3,11,1,0,0.2,0.005,0.198667,0.005,0.000149,6.07e-06,0.88,0.31,-0.1,0.03,54355.3,0.29,40.03,0.2,0.97,35.37,53.0,-0.24,0.08,0.0,0.08,54354.3,0.46,40.2,0.11,0.998,39.91,69.0,1.0,0.0,59.0,0.0,-14.3,2.0,0.0,-46.8,43.0,125.0,0.96,0.0,0.04,0.1983,0.0055,0.85,0.06,-0.07,0.1,54353.89,0.49,306.0,301.0,0.000146,6.17e-06,0.91,0.31,-0.03,0.03,54354.9,0.29,0.1635,0.0047,0.968,47.29,67.0,1.0,0.0,59.0,0.0,-13.2,2.0,0.0,-11.7,59.0,217.0,0.972,0.0,0.028,0.1619,0.0232,0.87,0.06,0.16,0.17,54353.65,0.45,304.0,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7000000001862645,True,BL,,
pW3,17811,2454361.5,4081.446371291151,4653.2741914292465,8744.276448417426,0.0,228.33557487701785,112.03579771007206,0.0,9.789164198268178,2.2609547679364512e-15,0.0,2.375582217683348e-16,0,0,,5.7000000001862645,unknown,12.878674,-0.947399,12,2007ix,SNIa,20.4,54359.3,11,1,0,0.2,0.005,0.198667,0.005,0.000149,6.07e-06,0.88,0.31,-0.1,0.03,54355.3,0.29,40.03,0.2,0.97,35.37,53.0,-0.24,0.08,0.0,0.08,54354.3,0.46,40.2,0.11,0.998,39.91,69.0,1.0,0.0,59.0,0.0,-14.3,2.0,0.0,-46.8,43.0,125.0,0.96,0.0,0.04,0.1983,0.0055,0.85,0.06,-0.07,0.1,54353.89,0.49,306.0,301.0,0.000146,6.17e-06,0.91,0.31,-0.03,0.03,54354.9,0.29,0.1635,0.0047,0.968,47.29,67.0,1.0,0.0,59.0,0.0,-13.2,2.0,0.0,-11.7,59.0,217.0,0.972,0.0,0.028,0.1619,0.0232,0.87,0.06,0.16,0.17,54353.65,0.45,304.0,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7000000001862645,True,BL,,
pW7,17811,2454361.5,5982.911917173244,6294.216852882769,9426.954614825236,0.0,94.96278319264759,108.81518150794052,0.0,7.403896586058358,1.0093375462900755e-15,0.0,1.0927017809742938e-16,0,0,,5.7000000001862645,unknown,12.878674,-0.947399,12,2007ix,SNIa,20.4,54359.3,11,1,0,0.2,0.005,0.198667,0.005,0.000149,6.07e-06,0.88,0.31,-0.1,0.03,54355.3,0.29,40.03,0.2,0.97,35.37,53.0,-0.24,0.08,0.0,0.08,54354.3,0.46,40.2,0.11,0.998,39.91,69.0,1.0,0.0,59.0,0.0,-14.3,2.0,0.0,-46.8,43.0,125.0,0.96,0.0,0.04,0.1983,0.0055,0.85,0.06,-0.07,0.1,54353.89,0.49,306.0,301.0,0.000146,6.17e-06,0.91,0.31,-0.03,0.03,54354.9,0.29,0.1635,0.0047,0.968,47.29,67.0,1.0,0.0,59.0,0.0,-13.2,2.0,0.0,-11.7,59.0,217.0,0.972,0.0,0.028,0.1619,0.0232,0.87,0.06,0.16,0.17,54353.65,0.45,304.0,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7000000001862645,True,BL,,
pW1,5717,2453670.5,3581.271418021871,3915.289889299383,14429.885685568492,0.0,113.88827586146981,108.76255734818564,0.0,3.0210063228014508,1.7322195374170705e-15,0.0,6.957409382138177e-17,0,0,,5.7999999998137355,unknown,17.895966,-0.005896,17,2005ia,SNIa,21.0,53663.3,16,1,0,0.2517,0.0005,0.250368,0.0005,6.69e-05,2.35e-06,1.41,0.35,-0.03,0.03,53664.2,0.33,40.77,0.19,0.999,56.12,93.0,-0.37,0.09,0.26,0.08,53662.9,0.48,40.79,0.09,0.991,66.09,96.0,1.0,-0.0022,63.0,0.0,-3.3,2.0,0.0,-4.05,62.0,356.0,0.975,0.0,0.025,0.2511,0.0,0.88,0.05,0.14,0.11,53663.32,0.47,306.0,301.0,6.51e-05,2.48e-06,1.6,0.39,-0.05,0.03,53664.6,0.37,0.2756,0.0005,0.987,84.85,116.0,1.0,-0.0,63.0,0.0,-0.924,2.0,0.0,-0.346,62.0,382.0,0.979,0.005,0.016,0.2798,0.0402,0.88,0.06,0.01,0.27,53663.68,0.68,306.0,301.0,1.2376663391895557e+18,17.896011,-0.005949,0.25,0.45,0.0815,0.056,0.0647,0.0554,23.078,0.752,21.657,0.089,21.159,0.087,21.076,0.113,20.513,0.268,9.43,9.32,9.55,-10.04,-10.18,-9.97,2.66,2.06,4.04,1.05,8.95,8.8,9.51,0.1,-0.19,0.53,0.27,0.07,0.74,2.47,,5.7999999998137355,True,CN,0.004166666666666667,5.237059172002253
pW2,5717,2453670.5,3921.733975561971,4088.206204012179,9628.543166648931,0.0,589.9181650144692,13.797327472486856,0.0,1.8452890421664427,2.4959096078996477e-16,0.0,3.625533600789844e-17,0,0,,5.7999999998137355,unknown,17.895966,-0.005896,17,2005ia,SNIa,21.0,53663.3,16,1,0,0.2517,0.0005,0.250368,0.0005,6.69e-05,2.35e-06,1.41,0.35,-0.03,0.03,53664.2,0.33,40.77,0.19,0.999,56.12,93.0,-0.37,0.09,0.26,0.08,53662.9,0.48,40.79,0.09,0.991,66.09,96.0,1.0,-0.0022,63.0,0.0,-3.3,2.0,0.0,-4.05,62.0,356.0,0.975,0.0,0.025,0.2511,0.0,0.88,0.05,0.14,0.11,53663.32,0.47,306.0,301.0,6.51e-05,2.48e-06,1.6,0.39,-0.05,0.03,53664.6,0.37,0.2756,0.0005,0.987,84.85,116.0,1.0,-0.0,63.0,0.0,-0.924,2.0,0.0,-0.346,62.0,382.0,0.979,0.005,0.016,0.2798,0.0402,0.88,0.06,0.01,0.27,53663.68,0.68,306.0,301.0,1.2376663391895557e+18,17.896011,-0.005949,0.25,0.45,0.0815,0.056,0.0647,0.0554,23.078,0.752,21.657,0.089,21.159,0.087,21.076,0.113,20.513,0.268,9.43,9.32,9.55,-10.04,-10.18,-9.97,2.66,2.06,4.04,1.05,8.95,8.8,9.51,0.1,-0.19,0.53,0.27,0.07,0.74,2.47,,5.7999999998137355,True,CN,0.004166666666666667,5.237059172002253
pW7,5717,2453670.5,5950.547133900292,6391.967042887613,9844.759515831252,0.0,67.8537198662011,85.1661481090926,0.0,6.232153253884244,7.907170124935379e-16,0.0,7.284481452790873e-17,0,0,,5.7999999998137355,unknown,17.895966,-0.005896,17,2005ia,SNIa,21.0,53663.3,16,1,0,0.2517,0.0005,0.250368,0.0005,6.69e-05,2.35e-06,1.41,0.35,-0.03,0.03,53664.2,0.33,40.77,0.19,0.999,56.12,93.0,-0.37,0.09,0.26,0.08,53662.9,0.48,40.79,0.09,0.991,66.09,96.0,1.0,-0.0022,63.0,0.0,-3.3,2.0,0.0,-4.05,62.0,356.0,0.975,0.0,0.025,0.2511,0.0,0.88,0.05,0.14,0.11,53663.32,0.47,306.0,301.0,6.51e-05,2.48e-06,1.6,0.39,-0.05,0.03,53664.6,0.37,0.2756,0.0005,0.987,84.85,116.0,1.0,-0.0,63.0,0.0,-0.924,2.0,0.0,-0.346,62.0,382.0,0.979,0.005,0.016,0.2798,0.0402,0.88,0.06,0.01,0.27,53663.68,0.68,306.0,301.0,1.2376663391895557e+18,17.896011,-0.005949,0.25,0.45,0.0815,0.056,0.0647,0.0554,23.078,0.752,21.657,0.089,21.159,0.087,21.076,0.113,20.513,0.268,9.43,9.32,9.55,-10.04,-10.18,-9.97,2.66,2.06,4.04,1.05,8.95,8.8,9.51,0.1,-0.19,0.53,0.27,0.07,0.74,2.47,,5.7999999998137355,True,CN,0.004166666666666667,5.237059172002253
pW1,18804,2454387.5,3605.1442112113778,3924.991148486148,13647.062088967255,0.0,644.9191200480748,77.15429505866467,0.0,8.339090422827251,2.189030693698119e-15,0.0,2.952704687194678e-16,0,0,,-5.7999999998137355,unknown,25.265629,-0.448449,14,2007me,SNIa,20.3,54393.4,13,1,0,0.198426,6.1e-05,0.197257,6e-05,0.000157,4.81e-06,0.88,0.22,-0.06,0.02,54392.8,0.2,39.85,0.18,0.11,73.7,60.0,-0.25,0.08,0.11,0.06,54392.0,0.27,40.02,0.08,0.62,58.03,62.0,1.0,-0.0155,63.0,0.0,-26.9,2.0,0.0,-24.1,63.0,307.0,0.958,0.0,0.042,0.1977,0.0,0.92,0.04,0.04,0.07,54391.79,0.26,306.0,301.0,0.000154,5.16e-06,0.9,0.23,-0.04,0.03,54392.8,0.19,0.1878,0.0027,0.086,92.21,75.0,1.0,-0.01,63.0,0.0,-6.68,2.0,0.0,-11.4,62.0,357.0,0.98,0.0,0.02,0.1725,0.0176,0.92,0.04,0.21,0.14,54391.69,0.27,306.0,301.0,1.2376664073797637e+18,25.266027,-0.448288,1.55,0.83,0.2547,0.0433,0.2585,0.074,20.71,0.183,19.84,0.038,19.073,0.033,18.801,0.039,18.686,0.098,10.3,10.22,10.37,-10.28,-10.52,-10.12,4.76,3.08,6.36,0.26,9.97,9.94,10.37,0.27,0.18,0.77,0.65,0.5,1.01,2.6,,5.7999999998137355,True,unknown,0.025833333333333333,32.31735698728972
pW6,5717,2453670.5,5628.34282077086,5852.811825584364,11117.917999862486,0.0,269.76891335181085,22.16895098645357,0.0,2.4605402357735127,2.409889739178494e-16,0.0,2.9563005253849536e-17,0,0,,5.7999999998137355,unknown,17.895966,-0.005896,17,2005ia,SNIa,21.0,53663.3,16,1,0,0.2517,0.0005,0.250368,0.0005,6.69e-05,2.35e-06,1.41,0.35,-0.03,0.03,53664.2,0.33,40.77,0.19,0.999,56.12,93.0,-0.37,0.09,0.26,0.08,53662.9,0.48,40.79,0.09,0.991,66.09,96.0,1.0,-0.0022,63.0,0.0,-3.3,2.0,0.0,-4.05,62.0,356.0,0.975,0.0,0.025,0.2511,0.0,0.88,0.05,0.14,0.11,53663.32,0.47,306.0,301.0,6.51e-05,2.48e-06,1.6,0.39,-0.05,0.03,53664.6,0.37,0.2756,0.0005,0.987,84.85,116.0,1.0,-0.0,63.0,0.0,-0.924,2.0,0.0,-0.346,62.0,382.0,0.979,0.005,0.016,0.2798,0.0402,0.88,0.06,0.01,0.27,53663.68,0.68,306.0,301.0,1.2376663391895557e+18,17.896011,-0.005949,0.25,0.45,0.0815,0.056,0.0647,0.0554,23.078,0.752,21.657,0.089,21.159,0.087,21.076,0.113,20.513,0.268,9.43,9.32,9.55,-10.04,-10.18,-9.97,2.66,2.06,4.04,1.05,8.95,8.8,9.51,0.1,-0.19,0.53,0.27,0.07,0.74,2.47,,5.7999999998137355,True,CN,0.004166666666666667,5.237059172002253
pW4,5717,2453670.5,4543.588299901773,5178.3307967667515,16932.35522506336,0.0,376.5773739939263,110.98135930941929,0.0,6.534366454809575,1.587388036806641e-15,0.0,1.1561808759738115e-16,0,0,,5.7999999998137355,unknown,17.895966,-0.005896,17,2005ia,SNIa,21.0,53663.3,16,1,0,0.2517,0.0005,0.250368,0.0005,6.69e-05,2.35e-06,1.41,0.35,-0.03,0.03,53664.2,0.33,40.77,0.19,0.999,56.12,93.0,-0.37,0.09,0.26,0.08,53662.9,0.48,40.79,0.09,0.991,66.09,96.0,1.0,-0.0022,63.0,0.0,-3.3,2.0,0.0,-4.05,62.0,356.0,0.975,0.0,0.025,0.2511,0.0,0.88,0.05,0.14,0.11,53663.32,0.47,306.0,301.0,6.51e-05,2.48e-06,1.6,0.39,-0.05,0.03,53664.6,0.37,0.2756,0.0005,0.987,84.85,116.0,1.0,-0.0,63.0,0.0,-0.924,2.0,0.0,-0.346,62.0,382.0,0.979,0.005,0.016,0.2798,0.0402,0.88,0.06,0.01,0.27,53663.68,0.68,306.0,301.0,1.2376663391895557e+18,17.896011,-0.005949,0.25,0.45,0.0815,0.056,0.0647,0.0554,23.078,0.752,21.657,0.089,21.159,0.087,21.076,0.113,20.513,0.268,9.43,9.32,9.55,-10.04,-10.18,-9.97,2.66,2.06,4.04,1.05,8.95,8.8,9.51,0.1,-0.19,0.53,0.27,0.07,0.74,2.47,,5.7999999998137355,True,CN,0.004166666666666667,5.237059172002253
pW5,18804,2454387.5,5170.531862075619,5656.78484504732,8081.145549436045,0.0,960.1978288622277,54.1016483803252,0.0,5.657508469030263,9.062800103476082e-16,0.0,1.058202320930004e-16,0,0,,-5.7999999998137355,unknown,25.265629,-0.448449,14,2007me,SNIa,20.3,54393.4,13,1,0,0.198426,6.1e-05,0.197257,6e-05,0.000157,4.81e-06,0.88,0.22,-0.06,0.02,54392.8,0.2,39.85,0.18,0.11,73.7,60.0,-0.25,0.08,0.11,0.06,54392.0,0.27,40.02,0.08,0.62,58.03,62.0,1.0,-0.0155,63.0,0.0,-26.9,2.0,0.0,-24.1,63.0,307.0,0.958,0.0,0.042,0.1977,0.0,0.92,0.04,0.04,0.07,54391.79,0.26,306.0,301.0,0.000154,5.16e-06,0.9,0.23,-0.04,0.03,54392.8,0.19,0.1878,0.0027,0.086,92.21,75.0,1.0,-0.01,63.0,0.0,-6.68,2.0,0.0,-11.4,62.0,357.0,0.98,0.0,0.02,0.1725,0.0176,0.92,0.04,0.21,0.14,54391.69,0.27,306.0,301.0,1.2376664073797637e+18,25.266027,-0.448288,1.55,0.83,0.2547,0.0433,0.2585,0.074,20.71,0.183,19.84,0.038,19.073,0.033,18.801,0.039,18.686,0.098,10.3,10.22,10.37,-10.28,-10.52,-10.12,4.76,3.08,6.36,0.26,9.97,9.94,10.37,0.27,0.18,0.77,0.65,0.5,1.01,2.6,,5.7999999998137355,True,unknown,0.025833333333333333,32.31735698728972
pW6,18804,2454387.5,5644.7840992303845,5912.477935132741,7354.166844080752,0.0,1900.3630270926988,17.1242175171412,0.0,4.596757650406572,2.6765680833238204e-16,0.0,7.420133961621917e-17,0,0,,-5.7999999998137355,unknown,25.265629,-0.448449,14,2007me,SNIa,20.3,54393.4,13,1,0,0.198426,6.1e-05,0.197257,6e-05,0.000157,4.81e-06,0.88,0.22,-0.06,0.02,54392.8,0.2,39.85,0.18,0.11,73.7,60.0,-0.25,0.08,0.11,0.06,54392.0,0.27,40.02,0.08,0.62,58.03,62.0,1.0,-0.0155,63.0,0.0,-26.9,2.0,0.0,-24.1,63.0,307.0,0.958,0.0,0.042,0.1977,0.0,0.92,0.04,0.04,0.07,54391.79,0.26,306.0,301.0,0.000154,5.16e-06,0.9,0.23,-0.04,0.03,54392.8,0.19,0.1878,0.0027,0.086,92.21,75.0,1.0,-0.01,63.0,0.0,-6.68,2.0,0.0,-11.4,62.0,357.0,0.98,0.0,0.02,0.1725,0.0176,0.92,0.04,0.21,0.14,54391.69,0.27,306.0,301.0,1.2376664073797637e+18,25.266027,-0.448288,1.55,0.83,0.2547,0.0433,0.2585,0.074,20.71,0.183,19.84,0.038,19.073,0.033,18.801,0.039,18.686,0.098,10.3,10.22,10.37,-10.28,-10.52,-10.12,4.76,3.08,6.36,0.26,9.97,9.94,10.37,0.27,0.18,0.77,0.65,0.5,1.01,2.6,,5.7999999998137355,True,unknown,0.025833333333333333,32.31735698728972
pW4,18804,2454387.5,4563.765175616012,5108.356656755567,15817.288659526414,0.0,539.8721805655733,65.94256275483913,0.0,8.004745469164327,1.4173616270156758e-15,0.0,1.871434954225294e-16,0,0,,-5.7999999998137355,unknown,25.265629,-0.448449,14,2007me,SNIa,20.3,54393.4,13,1,0,0.198426,6.1e-05,0.197257,6e-05,0.000157,4.81e-06,0.88,0.22,-0.06,0.02,54392.8,0.2,39.85,0.18,0.11,73.7,60.0,-0.25,0.08,0.11,0.06,54392.0,0.27,40.02,0.08,0.62,58.03,62.0,1.0,-0.0155,63.0,0.0,-26.9,2.0,0.0,-24.1,63.0,307.0,0.958,0.0,0.042,0.1977,0.0,0.92,0.04,0.04,0.07,54391.79,0.26,306.0,301.0,0.000154,5.16e-06,0.9,0.23,-0.04,0.03,54392.8,0.19,0.1878,0.0027,0.086,92.21,75.0,1.0,-0.01,63.0,0.0,-6.68,2.0,0.0,-11.4,62.0,357.0,0.98,0.0,0.02,0.1725,0.0176,0.92,0.04,0.21,0.14,54391.69,0.27,306.0,301.0,1.2376664073797637e+18,25.266027,-0.448288,1.55,0.83,0.2547,0.0433,0.2585,0.074,20.71,0.183,19.84,0.038,19.073,0.033,18.801,0.039,18.686,0.098,10.3,10.22,10.37,-10.28,-10.52,-10.12,4.76,3.08,6.36,0.26,9.97,9.94,10.37,0.27,0.18,0.77,0.65,0.5,1.01,2.6,,5.7999999998137355,True,unknown,0.025833333333333333,32.31735698728972
