feat_name,obj_id,time,feat_start,feat_end,vel,vel_err,vel_samperr,pew,pew_err,pew_samperr,area,area_err,area_samperr,spec_flag,feat_flag,notes,phase,spec_type,RA,DEC,Nsearchepoch,IAUName,Classification,Peakrmag,MJDatPeakrmag,NepochSNR5,nSNspec,nGALspec,zspecHelio,zspecerrHelio,zCMB,zerrCMB,x0SALT2zspec,x0errSALT2zspec,x1SALT2zspec,x1errSALT2zspec,cSALT2zspec,cerrSALT2zspec,PeakMJDSALT2zspec,PeakMJDderrSALT2zspec,muSALT2zspec,muerrSALT2zspec,fitprobSALT2zspec,chi2SALT2zspec,ndofSALT2zspec,deltaMLCS2k2zspec,deltaerrMLCS2k2zspec,avMLCS2k2zspec,averrMLCS2k2zspec,PeakMJDMLCS2k2zspec,PeakMJDerrMLCS2k2zspec,muMLCS2k2zspec,muerrMLCS2k2zspec,fitprobMLCS2k2zspec,chi2MLCS2k2zspec,ndofMLCS2k2zspec,PIaPSNIDzspec,logprobIaPSNIDzspec,lcqualityIaPSNIDzspec,PIbcPSNIDzspec,logprobIbcPSNIDzspec,lcqualityIbcPSNIDzspec,PIIPSNIDzspec,logprobIIPSNIDzspec,lcqualityIIPSNIDzspec,NnnPSNIDzspec,PnnIaPSNIDzspec,PnnIbcPSNIDzspec,PnnIIPSNIDzspec,zPSNIDzspec,zerrPSNIDzspec,dm15PSNIDzspec,dm15errPSNIDzspec,avPSNIDzspec,averrPSNIDzspec,PeakMJDPSNIDzspec,PeakMJDerrPSNIDzspec,SNIbctypePSNIDzspec,SNIItypePSNIDzspec,x0SALT2flat,x0errSALT2flat,x1SALT2flat,x1errSALT2flat,cSALT2flat,cerrSALT2flat,PeakMJDSALT2flat,PeakMJDerrSALT2flat,zphotSALT2flat,zphoterrSALT2flat,fitprobSALT2flat,chi2SALT2flat,ndofSALT2flat,PIaPSNIDflat,logprobIaPSNIDflat,lcqualityIaPSNIDflat,PIbcPSNIDflat,logprobIbcPSNIDflat,lcqualityIbcPSNIDflat,PIIPSNIDflat,logprobIIPSNIDflat,lcqualityIIPSNIDflat,NnnPSNIDflat,PnnIaPSNIDflat,PnnIbcPSNIDflat,PnnIIPSNIDflat,zPSNIDflat,zerrPSNIDflat,dm15PSNIDflat,dm15errPSNIDflat,avPSNIDflat,averrPSNIDflat,PeakMJDPSNIDflat,PeakMJDerrPSNIDflat,SNIbctypePSNIDflat,SNIItypePSNIDflat,objIDHost,RAhost,DEChost,separationhost,DLRhost,zphothost,zphoterrhost,zphotRFhost,zphotRFerrhost,dereduhost,erruhost,deredghost,errghost,deredrhost,errrhost,deredihost,errihost,deredzhost,errzhost,logMassFSPS,logMassloFSPS,logMasshiFSPS,logSSFRFSPS,logSSFRloFSPS,logSSFRhiFSPS,ageFSPS,ageloFSPS,agehiFSPS,minredchi2FSPS,logMassPEGASE,logMassloPEGASE,logMasshiPEGASE,logSFRPEGASE,logSFRloPEGASE,logSFRhiPEGASE,agePEGASE,ageloPEGASE,agehiPEGASE,minchi2PEGASE,Notes,delta_t,is_peak,branch_type,arcmin,kpc
pW4,6196,2453670.5,4510.339178447163,5133.638109073637,16707.282649104945,0.0,746.8729538423128,119.85470965150152,0.0,16.32883385812413,1.4209500461489252e-15,0.0,2.434247612660224e-16,0,0,,0.5,unknown,337.631157,-0.502662,8,2005ig,SNIa,21.3,53668.2,7,1,1,0.281345,5.5e-05,0.2798,5.5e-05,5.51e-05,3.06e-06,-1.38,0.6,-0.01,0.05,53669.5,0.55,40.43,0.23,0.99,39.81,62.0,0.19,0.24,0.18,0.23,53669.3,0.61,40.67,0.15,0.972,31.88,49.0,1.0,-0.0292,62.0,0.0,-1.69,2.0,0.0,-2.12,62.0,244.0,1.0,0.0,0.0,0.2805,0.0,1.33,0.13,0.24,0.15,53668.74,0.53,303.0,301.0,5.42e-05,2.92e-06,-1.43,0.59,0.01,0.05,53669.4,0.19,0.2697,0.0036,0.976,41.14,61.0,1.0,-0.01,63.0,0.0,-0.139,2.0,0.0,-0.458,62.0,153.0,0.98,0.013,0.006,0.1631,0.0465,1.31,0.13,0.92,0.35,53668.07,0.58,303.0,301.0,1.2376635426124603e+18,337.631195,-0.502403,0.94,0.79,0.3175,0.0549,0.3005,0.0762,21.787,0.309,20.481,0.043,19.015,0.019,18.441,0.017,18.013,0.037,11.41,11.25,11.54,-11.12,-15.13,-10.68,6.5,4.37,7.86,0.28,11.02,10.84,11.28,,-99.0,-0.7,4.52,3.03,9.99,5.02,,0.5,True,CN,0.015666666666666666,19.642395637232823
pW5,6196,2453670.5,5202.893545809908,5582.749123060385,9055.566352043596,0.0,2886.72393569341,53.57915905516637,0.0,5.041558899679795,5.037672742864686e-16,0.0,5.3635439113025077e-17,0,0,,0.5,unknown,337.631157,-0.502662,8,2005ig,SNIa,21.3,53668.2,7,1,1,0.281345,5.5e-05,0.2798,5.5e-05,5.51e-05,3.06e-06,-1.38,0.6,-0.01,0.05,53669.5,0.55,40.43,0.23,0.99,39.81,62.0,0.19,0.24,0.18,0.23,53669.3,0.61,40.67,0.15,0.972,31.88,49.0,1.0,-0.0292,62.0,0.0,-1.69,2.0,0.0,-2.12,62.0,244.0,1.0,0.0,0.0,0.2805,0.0,1.33,0.13,0.24,0.15,53668.74,0.53,303.0,301.0,5.42e-05,2.92e-06,-1.43,0.59,0.01,0.05,53669.4,0.19,0.2697,0.0036,0.976,41.14,61.0,1.0,-0.01,63.0,0.0,-0.139,2.0,0.0,-0.458,62.0,153.0,0.98,0.013,0.006,0.1631,0.0465,1.31,0.13,0.92,0.35,53668.07,0.58,303.0,301.0,1.2376635426124603e+18,337.631195,-0.502403,0.94,0.79,0.3175,0.0549,0.3005,0.0762,21.787,0.309,20.481,0.043,19.015,0.019,18.441,0.017,18.013,0.037,11.41,11.25,11.54,-11.12,-15.13,-10.68,6.5,4.37,7.86,0.28,11.02,10.84,11.28,,-99.0,-0.7,4.52,3.03,9.99,5.02,,0.5,True,CN,0.015666666666666666,19.642395637232823
pW6,6196,2453670.5,5582.749123060385,5923.7796827465845,12283.879442888609,0.0,1799.5391804205829,20.939611073430893,0.0,6.3879378996251805,1.834648813077986e-16,0.0,5.969925614129971e-17,0,0,,0.5,unknown,337.631157,-0.502662,8,2005ig,SNIa,21.3,53668.2,7,1,1,0.281345,5.5e-05,0.2798,5.5e-05,5.51e-05,3.06e-06,-1.38,0.6,-0.01,0.05,53669.5,0.55,40.43,0.23,0.99,39.81,62.0,0.19,0.24,0.18,0.23,53669.3,0.61,40.67,0.15,0.972,31.88,49.0,1.0,-0.0292,62.0,0.0,-1.69,2.0,0.0,-2.12,62.0,244.0,1.0,0.0,0.0,0.2805,0.0,1.33,0.13,0.24,0.15,53668.74,0.53,303.0,301.0,5.42e-05,2.92e-06,-1.43,0.59,0.01,0.05,53669.4,0.19,0.2697,0.0036,0.976,41.14,61.0,1.0,-0.01,63.0,0.0,-0.139,2.0,0.0,-0.458,62.0,153.0,0.98,0.013,0.006,0.1631,0.0465,1.31,0.13,0.92,0.35,53668.07,0.58,303.0,301.0,1.2376635426124603e+18,337.631195,-0.502403,0.94,0.79,0.3175,0.0549,0.3005,0.0762,21.787,0.309,20.481,0.043,19.015,0.019,18.441,0.017,18.013,0.037,11.41,11.25,11.54,-11.12,-15.13,-10.68,6.5,4.37,7.86,0.28,11.02,10.84,11.28,,-99.0,-0.7,4.52,3.03,9.99,5.02,,0.5,True,CN,0.015666666666666666,19.642395637232823
pW7,6196,2453670.5,5977.295247497344,6371.841371934294,11537.548754819392,0.0,111.35192222335941,78.85953412869831,0.0,8.269968902137574,6.497952674531245e-16,0.0,7.857865971084076e-17,0,0,,0.5,unknown,337.631157,-0.502662,8,2005ig,SNIa,21.3,53668.2,7,1,1,0.281345,5.5e-05,0.2798,5.5e-05,5.51e-05,3.06e-06,-1.38,0.6,-0.01,0.05,53669.5,0.55,40.43,0.23,0.99,39.81,62.0,0.19,0.24,0.18,0.23,53669.3,0.61,40.67,0.15,0.972,31.88,49.0,1.0,-0.0292,62.0,0.0,-1.69,2.0,0.0,-2.12,62.0,244.0,1.0,0.0,0.0,0.2805,0.0,1.33,0.13,0.24,0.15,53668.74,0.53,303.0,301.0,5.42e-05,2.92e-06,-1.43,0.59,0.01,0.05,53669.4,0.19,0.2697,0.0036,0.976,41.14,61.0,1.0,-0.01,63.0,0.0,-0.139,2.0,0.0,-0.458,62.0,153.0,0.98,0.013,0.006,0.1631,0.0465,1.31,0.13,0.92,0.35,53668.07,0.58,303.0,301.0,1.2376635426124603e+18,337.631195,-0.502403,0.94,0.79,0.3175,0.0549,0.3005,0.0762,21.787,0.309,20.481,0.043,19.015,0.019,18.441,0.017,18.013,0.037,11.41,11.25,11.54,-11.12,-15.13,-10.68,6.5,4.37,7.86,0.28,11.02,10.84,11.28,,-99.0,-0.7,4.52,3.03,9.99,5.02,,0.5,True,CN,0.015666666666666666,19.642395637232823
pW4,17745,2454373.5,4604.9372271795755,5210.947835164457,16606.981479814753,0.0,89.85847447941215,103.24685334972895,0.0,1.812117622682988,4.2274778671568986e-14,0.0,8.215558258584902e-16,0,0,,0.5,unknown,2.960264,-0.339205,16,2007ju,SNIa,18.0,54379.3,15,8,1,0.063405,1.3e-05,0.062145,1.3e-05,0.00162,6.2e-05,1.02,0.16,-0.04,0.03,54372.5,0.19,37.28,0.19,0.999,15.59,36.0,-0.28,0.05,0.05,0.05,54370.7,0.2,37.5,0.07,0.991,42.75,67.0,1.0,0.0,27.0,0.0,-128.0,2.0,0.0,-174.0,27.0,-1.0,-1.0,-1.0,-1.0,0.0624,0.0,0.89,0.03,0.0,0.07,54372.02,0.31,304.0,301.0,0.00153,5.91e-05,1.17,0.15,-0.05,0.02,54372.7,0.22,0.0745,0.05,0.905,47.04,61.0,1.0,0.0,27.0,0.0,-115.0,2.0,0.0,-152.0,63.0,-1.0,-1.0,-1.0,-1.0,0.0407,0.0105,0.9,0.03,0.25,0.11,54372.08,0.29,304.0,301.0,1.237663783661798e+18,2.960271,-0.339352,0.53,0.33,0.0502,0.0139,0.0423,0.0121,20.415,0.103,19.237,0.019,19.043,0.027,18.842,0.027,18.763,0.103,8.9,8.87,8.93,-10.12,-10.16,-10.11,3.33,3.26,3.87,2.24,8.72,8.7,8.74,-0.22,-0.27,-0.17,0.27,0.25,0.29,0.98,,0.5,True,SS,0.008833333333333334,11.091383885225515
pW1,17745,2454373.5,3623.777195204064,3941.2113231961357,14676.117173169205,0.0,182.2475268014076,102.162271829387,0.0,4.8652548827051145,6.598665875952345e-14,0.0,4.753953106684013e-15,0,0,,0.5,unknown,2.960264,-0.339205,16,2007ju,SNIa,18.0,54379.3,15,8,1,0.063405,1.3e-05,0.062145,1.3e-05,0.00162,6.2e-05,1.02,0.16,-0.04,0.03,54372.5,0.19,37.28,0.19,0.999,15.59,36.0,-0.28,0.05,0.05,0.05,54370.7,0.2,37.5,0.07,0.991,42.75,67.0,1.0,0.0,27.0,0.0,-128.0,2.0,0.0,-174.0,27.0,-1.0,-1.0,-1.0,-1.0,0.0624,0.0,0.89,0.03,0.0,0.07,54372.02,0.31,304.0,301.0,0.00153,5.91e-05,1.17,0.15,-0.05,0.02,54372.7,0.22,0.0745,0.05,0.905,47.04,61.0,1.0,0.0,27.0,0.0,-115.0,2.0,0.0,-152.0,63.0,-1.0,-1.0,-1.0,-1.0,0.0407,0.0105,0.9,0.03,0.25,0.11,54372.08,0.29,304.0,301.0,1.237663783661798e+18,2.960271,-0.339352,0.53,0.33,0.0502,0.0139,0.0423,0.0121,20.415,0.103,19.237,0.019,19.043,0.027,18.842,0.027,18.763,0.103,8.9,8.87,8.93,-10.12,-10.16,-10.11,3.33,3.26,3.87,2.24,8.72,8.7,8.74,-0.22,-0.27,-0.17,0.27,0.25,0.29,0.98,,0.5,True,SS,0.008833333333333334,11.091383885225515
pW2,17745,2454373.5,3949.8686175959215,4062.4134447931124,9439.639385814668,0.0,353.36416147019906,8.432095657173404,0.0,1.241048002396859,5.761525705510806e-15,0.0,9.121603576030157e-16,0,0,,0.5,unknown,2.960264,-0.339205,16,2007ju,SNIa,18.0,54379.3,15,8,1,0.063405,1.3e-05,0.062145,1.3e-05,0.00162,6.2e-05,1.02,0.16,-0.04,0.03,54372.5,0.19,37.28,0.19,0.999,15.59,36.0,-0.28,0.05,0.05,0.05,54370.7,0.2,37.5,0.07,0.991,42.75,67.0,1.0,0.0,27.0,0.0,-128.0,2.0,0.0,-174.0,27.0,-1.0,-1.0,-1.0,-1.0,0.0624,0.0,0.89,0.03,0.0,0.07,54372.02,0.31,304.0,301.0,0.00153,5.91e-05,1.17,0.15,-0.05,0.02,54372.7,0.22,0.0745,0.05,0.905,47.04,61.0,1.0,0.0,27.0,0.0,-115.0,2.0,0.0,-152.0,63.0,-1.0,-1.0,-1.0,-1.0,0.0407,0.0105,0.9,0.03,0.25,0.11,54372.08,0.29,304.0,301.0,1.237663783661798e+18,2.960271,-0.339352,0.53,0.33,0.0502,0.0139,0.0423,0.0121,20.415,0.103,19.237,0.019,19.043,0.027,18.842,0.027,18.763,0.103,8.9,8.87,8.93,-10.12,-10.16,-10.11,3.33,3.26,3.87,2.24,8.72,8.7,8.74,-0.22,-0.27,-0.17,0.27,0.25,0.29,0.98,,0.5,True,SS,0.008833333333333334,11.091383885225515
pW3,17366,2454352.5,4076.9356260737854,4472.729633066129,11536.098735637755,0.0,371.48226071842566,77.3814386929733,0.0,7.504183895472328,6.399226407582496e-15,0.0,7.647174470188565e-16,0,0,,0.5,unknown,315.787289,-1.029184,16,2007hz,SNIa,19.7,54356.2,16,3,0,0.139289,1.3e-05,0.138109,1.4e-05,0.000348,1.73e-05,0.52,0.18,-0.1,0.03,54351.5,0.28,39.02,0.18,0.924,30.48,43.0,-0.25,0.06,-0.05,0.07,54350.5,0.72,39.35,0.09,0.995,38.36,64.0,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,0.000339,1.72e-05,0.58,0.2,-0.1,0.03,54351.5,0.33,0.148,0.0109,0.936,39.14,54.0,1.0,-0.0,55.0,0.0,-32.8,2.0,0.0,-22.3,63.0,80.0,0.975,0.0,0.025,0.1361,0.0145,0.88,0.05,-0.06,0.1,54349.96,0.64,304.0,301.0,1.2376635420660206e+18,315.784973,-1.031169,10.98,4.71,0.1191,0.0278,0.1286,0.0287,19.125,0.08,17.747,0.011,17.03,0.007,16.633,0.007,16.45,0.021,10.97,10.91,11.02,-10.33,-10.65,-10.18,5.18,3.74,7.11,0.65,10.74,10.67,11.15,0.57,0.51,1.39,1.46,0.74,1.77,30.52,,0.5,True,CN,0.183,220.84396905272342
pW6,8151,2453684.5,5618.208103409915,5919.2970525362025,9916.56144158103,0.0,27.319761224204363,21.570754846756085,0.0,0.2834960124113373,3.0109135459914984e-14,0.0,4.2560833319780815e-16,0,0,,-0.6000000000931323,unknown,6.962006,-1.198151,2,2005hk,SNIa,15.7,53685.3,9,8,2,0.013004,1.3e-05,0.011832,1.3e-05,0.0113,0.000357,-1.25,0.14,0.03,0.03,53684.6,0.12,34.55,0.27,0.0,329.37,26.0,1.48,0.06,-0.65,0.08,53683.9,0.17,34.05,0.05,0.0,274.64,41.0,0.0,-95.1,62.0,1.0,-69.7,2.0,0.0,-121.0,62.0,2.0,0.0,1.0,0.0,0.0128,0.0,1.65,0.01,0.35,0.05,53682.9,0.08,306.0,301.0,0.0117,0.000261,-1.23,0.09,-0.09,0.02,53685.6,0.08,0.1046,0.05,0.0,525.1,40.0,0.0,-95.47,62.0,1.0,-67.6,2.0,0.0,-115.0,62.0,-1.0,-1.0,-1.0,-1.0,0.0975,0.0045,1.26,0.05,0.18,0.08,53685.64,0.17,306.0,301.0,1.237663782589825e+18,6.957204,-1.199985,18.5,1.52,0.0404,0.0309,0.0359,0.0355,16.338,0.014,14.815,0.003,14.36,0.003,14.149,0.003,14.046,0.008,9.64,9.64,9.66,-11.81,-11.81,-10.71,5.61,4.86,5.61,6.02,9.12,9.12,9.13,,-99.0,-99.0,1.04,1.04,1.04,21.5,5.0,0.6000000000931323,True,CN,0.30833333333333335,360.89781021218715
pW7,7473,2453679.5,5893.448622515477,6443.4379602970275,9735.359104288671,0.0,60.32142498540912,101.7693990267583,0.0,10.592514953248577,0.9129477576722042,0.0,0.10946705881425306,0,0,,-0.6000000000931323,unknown,4.326408,-0.257275,10,2005ji,SNIa,20.8,53681.3,10,2,0,0.216,0.005,0.214569,0.005,0.0001,3.29e-06,-0.09,0.3,-0.07,0.03,53679.6,0.27,40.2,0.2,0.94,27.11,40.0,-0.09,0.13,0.04,0.11,53678.9,0.38,40.46,0.11,0.989,22.46,40.0,1.0,-0.0259,62.0,0.0,-2.19,2.0,0.0,-14.0,62.0,409.0,0.993,0.0,0.007,0.215,0.0055,1.07,0.06,-0.01,0.09,53678.6,0.33,306.0,301.0,9.9e-05,3.48e-06,0.11,0.33,0.0,0.03,53679.3,0.3,0.1708,0.0075,0.961,33.88,50.0,1.0,-0.01,62.0,0.0,-1.28,2.0,0.0,-5.21,60.0,526.0,0.985,0.0,0.015,0.171,0.0482,1.06,0.06,0.22,0.26,53678.35,0.51,306.0,301.0,1.237663783662388e+18,4.326414,-0.257285,0.04,0.37,,,,,24.043,0.561,24.254,0.386,23.09,0.215,23.052,0.266,22.097,0.406,8.95,8.7,9.25,-10.34,-11.27,-10.11,4.96,3.14,7.08,0.83,8.36,8.03,9.28,,-99.0,-0.49,0.93,0.11,10.4,1.77,,0.6000000000931323,True,CN,0.0006666666666666666,0.8385611827333016
pW6,7473,2453679.5,5562.467015048136,5893.448622515477,9387.192551926153,0.0,140.61867229725092,14.843363495096831,0.0,4.000744378844057,0.15245205484415109,0.0,0.043181365746209587,0,0,,-0.6000000000931323,unknown,4.326408,-0.257275,10,2005ji,SNIa,20.8,53681.3,10,2,0,0.216,0.005,0.214569,0.005,0.0001,3.29e-06,-0.09,0.3,-0.07,0.03,53679.6,0.27,40.2,0.2,0.94,27.11,40.0,-0.09,0.13,0.04,0.11,53678.9,0.38,40.46,0.11,0.989,22.46,40.0,1.0,-0.0259,62.0,0.0,-2.19,2.0,0.0,-14.0,62.0,409.0,0.993,0.0,0.007,0.215,0.0055,1.07,0.06,-0.01,0.09,53678.6,0.33,306.0,301.0,9.9e-05,3.48e-06,0.11,0.33,0.0,0.03,53679.3,0.3,0.1708,0.0075,0.961,33.88,50.0,1.0,-0.01,62.0,0.0,-1.28,2.0,0.0,-5.21,60.0,526.0,0.985,0.0,0.015,0.171,0.0482,1.06,0.06,0.22,0.26,53678.35,0.51,306.0,301.0,1.237663783662388e+18,4.326414,-0.257285,0.04,0.37,,,,,24.043,0.561,24.254,0.386,23.09,0.215,23.052,0.266,22.097,0.406,8.95,8.7,9.25,-10.34,-11.27,-10.11,4.96,3.14,7.08,0.83,8.36,8.03,9.28,,-99.0,-0.49,0.93,0.11,10.4,1.77,,0.6000000000931323,True,CN,0.0006666666666666666,0.8385611827333016
pW5,7473,2453679.5,5218.312010268664,5562.467015048136,8093.85254229024,0.0,296.94178973525936,74.92969825013172,0.0,4.897556617236094,0.9163840914199126,0.0,0.0755791571468577,0,0,,-0.6000000000931323,unknown,4.326408,-0.257275,10,2005ji,SNIa,20.8,53681.3,10,2,0,0.216,0.005,0.214569,0.005,0.0001,3.29e-06,-0.09,0.3,-0.07,0.03,53679.6,0.27,40.2,0.2,0.94,27.11,40.0,-0.09,0.13,0.04,0.11,53678.9,0.38,40.46,0.11,0.989,22.46,40.0,1.0,-0.0259,62.0,0.0,-2.19,2.0,0.0,-14.0,62.0,409.0,0.993,0.0,0.007,0.215,0.0055,1.07,0.06,-0.01,0.09,53678.6,0.33,306.0,301.0,9.9e-05,3.48e-06,0.11,0.33,0.0,0.03,53679.3,0.3,0.1708,0.0075,0.961,33.88,50.0,1.0,-0.01,62.0,0.0,-1.28,2.0,0.0,-5.21,60.0,526.0,0.985,0.0,0.015,0.171,0.0482,1.06,0.06,0.22,0.26,53678.35,0.51,306.0,301.0,1.237663783662388e+18,4.326414,-0.257285,0.04,0.37,,,,,24.043,0.561,24.254,0.386,23.09,0.215,23.052,0.266,22.097,0.406,8.95,8.7,9.25,-10.34,-11.27,-10.11,4.96,3.14,7.08,0.83,8.36,8.03,9.28,,-99.0,-0.49,0.93,0.11,10.4,1.77,,0.6000000000931323,True,CN,0.0006666666666666666,0.8385611827333016
pW4,7473,2453679.5,4528.3553260457,5215.01866094063,17829.114069834766,0.0,117.89166537701023,161.06256827872875,0.0,3.4824842816813977,2.9124818352138613,0.0,0.07656531060277817,0,0,,-0.6000000000931323,unknown,4.326408,-0.257275,10,2005ji,SNIa,20.8,53681.3,10,2,0,0.216,0.005,0.214569,0.005,0.0001,3.29e-06,-0.09,0.3,-0.07,0.03,53679.6,0.27,40.2,0.2,0.94,27.11,40.0,-0.09,0.13,0.04,0.11,53678.9,0.38,40.46,0.11,0.989,22.46,40.0,1.0,-0.0259,62.0,0.0,-2.19,2.0,0.0,-14.0,62.0,409.0,0.993,0.0,0.007,0.215,0.0055,1.07,0.06,-0.01,0.09,53678.6,0.33,306.0,301.0,9.9e-05,3.48e-06,0.11,0.33,0.0,0.03,53679.3,0.3,0.1708,0.0075,0.961,33.88,50.0,1.0,-0.01,62.0,0.0,-1.28,2.0,0.0,-5.21,60.0,526.0,0.985,0.0,0.015,0.171,0.0482,1.06,0.06,0.22,0.26,53678.35,0.51,306.0,301.0,1.237663783662388e+18,4.326414,-0.257285,0.04,0.37,,,,,24.043,0.561,24.254,0.386,23.09,0.215,23.052,0.266,22.097,0.406,8.95,8.7,9.25,-10.34,-11.27,-10.11,4.96,3.14,7.08,0.83,8.36,8.03,9.28,,-99.0,-0.49,0.93,0.11,10.4,1.77,,0.6000000000931323,True,CN,0.0006666666666666666,0.8385611827333016
pW3,7473,2453679.5,4087.0465160892463,4531.6486753737345,9508.90391016536,0.0,90.71561854630987,84.68321930265817,0.0,2.1149544038775403,2.2396400449735263,0.0,0.07126785812138485,0,0,,-0.6000000000931323,unknown,4.326408,-0.257275,10,2005ji,SNIa,20.8,53681.3,10,2,0,0.216,0.005,0.214569,0.005,0.0001,3.29e-06,-0.09,0.3,-0.07,0.03,53679.6,0.27,40.2,0.2,0.94,27.11,40.0,-0.09,0.13,0.04,0.11,53678.9,0.38,40.46,0.11,0.989,22.46,40.0,1.0,-0.0259,62.0,0.0,-2.19,2.0,0.0,-14.0,62.0,409.0,0.993,0.0,0.007,0.215,0.0055,1.07,0.06,-0.01,0.09,53678.6,0.33,306.0,301.0,9.9e-05,3.48e-06,0.11,0.33,0.0,0.03,53679.3,0.3,0.1708,0.0075,0.961,33.88,50.0,1.0,-0.01,62.0,0.0,-1.28,2.0,0.0,-5.21,60.0,526.0,0.985,0.0,0.015,0.171,0.0482,1.06,0.06,0.22,0.26,53678.35,0.51,306.0,301.0,1.237663783662388e+18,4.326414,-0.257285,0.04,0.37,,,,,24.043,0.561,24.254,0.386,23.09,0.215,23.052,0.266,22.097,0.406,8.95,8.7,9.25,-10.34,-11.27,-10.11,4.96,3.14,7.08,0.83,8.36,8.03,9.28,,-99.0,-0.49,0.93,0.11,10.4,1.77,,0.6000000000931323,True,CN,0.0006666666666666666,0.8385611827333016
pW2,7473,2453679.5,3950.3725189758666,4083.753166761213,8711.698147245721,0.0,67.61387635249179,15.367876543792493,0.0,1.092822375425362,0.5072773888795322,0.0,0.04017944113180991,0,0,,-0.6000000000931323,unknown,4.326408,-0.257275,10,2005ji,SNIa,20.8,53681.3,10,2,0,0.216,0.005,0.214569,0.005,0.0001,3.29e-06,-0.09,0.3,-0.07,0.03,53679.6,0.27,40.2,0.2,0.94,27.11,40.0,-0.09,0.13,0.04,0.11,53678.9,0.38,40.46,0.11,0.989,22.46,40.0,1.0,-0.0259,62.0,0.0,-2.19,2.0,0.0,-14.0,62.0,409.0,0.993,0.0,0.007,0.215,0.0055,1.07,0.06,-0.01,0.09,53678.6,0.33,306.0,301.0,9.9e-05,3.48e-06,0.11,0.33,0.0,0.03,53679.3,0.3,0.1708,0.0075,0.961,33.88,50.0,1.0,-0.01,62.0,0.0,-1.28,2.0,0.0,-5.21,60.0,526.0,0.985,0.0,0.015,0.171,0.0482,1.06,0.06,0.22,0.26,53678.35,0.51,306.0,301.0,1.237663783662388e+18,4.326414,-0.257285,0.04,0.37,,,,,24.043,0.561,24.254,0.386,23.09,0.215,23.052,0.266,22.097,0.406,8.95,8.7,9.25,-10.34,-11.27,-10.11,4.96,3.14,7.08,0.83,8.36,8.03,9.28,,-99.0,-0.49,0.93,0.11,10.4,1.77,,0.6000000000931323,True,CN,0.0006666666666666666,0.8385611827333016
pW1,7473,2453679.5,3663.8511274369757,3952.019193639884,12323.253610118494,0.0,68.26524080880813,96.62186542269863,0.0,3.1605988787532784,2.9159381847598054,0.0,0.14945946951318953,0,0,,-0.6000000000931323,unknown,4.326408,-0.257275,10,2005ji,SNIa,20.8,53681.3,10,2,0,0.216,0.005,0.214569,0.005,0.0001,3.29e-06,-0.09,0.3,-0.07,0.03,53679.6,0.27,40.2,0.2,0.94,27.11,40.0,-0.09,0.13,0.04,0.11,53678.9,0.38,40.46,0.11,0.989,22.46,40.0,1.0,-0.0259,62.0,0.0,-2.19,2.0,0.0,-14.0,62.0,409.0,0.993,0.0,0.007,0.215,0.0055,1.07,0.06,-0.01,0.09,53678.6,0.33,306.0,301.0,9.9e-05,3.48e-06,0.11,0.33,0.0,0.03,53679.3,0.3,0.1708,0.0075,0.961,33.88,50.0,1.0,-0.01,62.0,0.0,-1.28,2.0,0.0,-5.21,60.0,526.0,0.985,0.0,0.015,0.171,0.0482,1.06,0.06,0.22,0.26,53678.35,0.51,306.0,301.0,1.237663783662388e+18,4.326414,-0.257285,0.04,0.37,,,,,24.043,0.561,24.254,0.386,23.09,0.215,23.052,0.266,22.097,0.406,8.95,8.7,9.25,-10.34,-11.27,-10.11,4.96,3.14,7.08,0.83,8.36,8.03,9.28,,-99.0,-0.49,0.93,0.11,10.4,1.77,,0.6000000000931323,True,CN,0.0006666666666666666,0.8385611827333016
pW4,6924,2453674.5,4584.581997377,5125.18807755008,16749.651986596935,0.0,376.1552308028831,101.3260666561726,0.0,6.608935805451899,9.369924694832782e-16,0.0,7.697364837921567e-17,0,0,,-0.6000000000931323,unknown,358.969331,0.876966,8,2005ja,SNIa,21.3,53679.3,7,1,0,0.328,0.005,0.326398,0.005,5.07e-05,2.31e-06,0.97,0.76,-0.06,0.04,53674.6,0.71,41.1,0.24,0.907,34.76,47.0,-0.17,0.19,0.12,0.15,53673.7,0.73,41.13,0.14,0.946,32.56,47.0,1.0,-0.025,62.0,0.0,-0.356,2.0,0.0,-0.503,62.0,451.0,0.996,0.0,0.004,0.3271,0.0055,0.92,0.11,0.02,0.14,53673.47,0.71,306.0,301.0,5.07e-05,2.34e-06,0.77,0.72,-0.08,0.08,53674.4,0.7,0.3324,0.0328,0.914,43.95,58.0,0.275,-0.03,62.0,0.725,-0.0061,2.0,0.0,-0.26,62.0,6.0,0.833,0.167,0.0,0.3076,0.0411,0.92,0.12,0.18,0.34,53673.14,0.9,303.0,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000000000931323,True,,,
