,zCMB_c,zCMB_p,zspecHelio_c,zspecHelio_p,logMassFSPS_c,logMassFSPS_p,logSSFRFSPS_c,logSSFRFSPS_p,ageFSPS_c,ageFSPS_p,kpc_c,kpc_p
0,0.023759104031294685,0.9026331823777148,0.024236706417517774,0.900685398677076,-0.3511450307779077,0.07858766296976673,0.3554707974089189,0.07472721425193783,-0.38111552213748223,0.05473733864631309,-0.22063536253042332,0.27875896077981416
