,zCMB_c,zCMB_p,zspecHelio_c,zspecHelio_p,logMassFSPS_c,logMassFSPS_p,logSSFRFSPS_c,logSSFRFSPS_p,ageFSPS_c,ageFSPS_p,kpc_c,kpc_p
0,-0.07204764416884057,0.7156095315534018,-0.07169880809516857,0.7169304678861828,-0.05235875239063569,0.7953512652491612,0.23839739650374622,0.23111420154573287,-0.11861480343231938,0.5556850714718138,-0.020645084049576656,0.9185903782490054
